id,budget,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,genres_all,genres_major,production_companies_major,production_countries_major,spoken_languages_major
123505,0,A Modern Affair,0.173207,35314,0,90,Released,A Modern Affair,5,1,,,,,English
340210,0,Condition Red,0.793932,35041,0,83,Released,Condition Red,4.7,3,Thriller; Action; Drama,Thriller,,United States of America,English
44281,0,Asfour Stah,1.983301,32874,0,98,Released,Halfaouine: Boy of the Terraces,7.4,5,Comedy; Drama,Comedy,CinÃ©tÃ©lÃ©films,France,Ø§Ù„Ø¹Ø±Ø¨ÙŠØ©
28121,0,A Thin Line Between Love and Hate,2.256747,35159,0,108,Released,A Thin Line Between Love and Hate,5.7,15,Comedy; Thriller; Crime; Romance,Comedy,New Line Cinema,United States of America,English
12520,0,The Last Supper,4.619915,34950,442965,92,Released,The Last Supper,6.5,82,Comedy; Thriller; Crime; Drama,Comedy,Columbia Pictures Corporation,United States of America,English
1592,30000000,Primal Fear,10.326213,35158,102616183,129,Released,Primal Fear,7.4,644,Crime; Drama; Mystery; Thriller,Crime,Paramount Pictures,United States of America,English
166901,0,Rude,0.065827,34950,0,89,Released,Rude,6,1,,,,,English
36447,0,Carried Away,1.67218,35090,0,109,Released,Carried Away,5.4,5,Drama; Romance,Drama,,,English
19042,0,All Dogs Go to Heaven 2,5.028897,35153,8620678,82,Released,All Dogs Go to Heaven 2,5,50,Romance; Animation; Family; Adventure; Fantasy,Romance,Metro-Goldwyn-Mayer (MGM),United States of America,English
38884,0,Land and Freedom,6.144235,34700,0,109,Released,Land and Freedom,7,53,Drama; History; War; Romance,Drama,Road Movies Filmproduktion GmbH,France,CatalÃ 
47449,0,Denise Calls Up,0.466476,34836,0,80,Released,Denise Calls Up,6.6,5,Comedy,Comedy,Davis Entertainment,United States of America,English
36259,33500000,Theodore Rex,2.583686,35047,0,92,Released,Theodore Rex,3.6,17,Fantasy; Science Fiction; Family,Fantasy,New Line Cinema,United States of America,English
41852,0,A Family Thing,6.207993,35153,0,109,Released,A Family Thing,5.6,14,Comedy; Drama,Comedy,United Artists,United States of America,English
40926,0,Frisk,0.319215,35146,0,88,Released,Frisk,3,3,Drama; Thriller,Drama,,United States of America,English
9099,0,Sgt. Bilko,5.70904,35153,0,90,Released,Sgt. Bilko,5.5,96,Comedy; Family,Comedy,Imagine Entertainment,United States of America,English
2021,0,Jack & Sarah,1.523446,34852,218626,110,Released,Jack & Sarah,5.1,10,Comedy; Drama; Romance,Comedy,Granada Film Productions,France,English
61752,12000000,Girl 6,4.405169,35146,4939939,108,Released,Girl 6,5.7,17,Comedy,Comedy,Fox Searchlight Pictures,United States of America,English
10988,0,Diabolique,4.530079,35146,0,107,Released,Diabolique,5.4,74,Drama; Horror; Mystery; Thriller,Drama,Marvin Worth Productions,United States of America,English
11479,0,Un indien dans la ville,4.728163,34682,0,90,Released,"Little Indian, Big City",6,145,Adventure; Drama; Comedy; Family,Adventure,Procirep,France,FranÃ§ais
398959,0,Roula - Dunkle Geheimnisse,0.149157,34953,0,97,Released,Roula,5,1,Romance; Drama,Romance,Roxy Film,Germany,Deutsch
287305,0,Peanuts â€“ Die Bank zahlt alles,0.066123,35145,0,,Released,Peanuts â€“ Die Bank zahlt alles,4,1,Comedy,Comedy,Westdeutscher Rundfunk (WDR),Germany,
339428,0,Happy Weekend,0.002229,35138,65335,,Released,Happy Weekend,0,0,Comedy,Comedy,Senator Film Produktion,Germany,Deutsch
12652,0,Nelly & Monsieur Arnaud,1.784647,35167,0,106,Released,Nelly and Monsieur Arnaud,7.1,16,Drama; Romance,Drama,,Germany,FranÃ§ais
10684,46000000,Courage Under Fire,11.595316,35250,100860818,117,Released,Courage Under Fire,6.2,240,Drama; Thriller; Mystery; War,Drama,Twentieth Century Fox Film Corporation,United States of America,English
954,80000000,Mission: Impossible,15.793477,35207,457696359,110,Released,Mission: Impossible,6.7,2677,Adventure; Action; Thriller,Adventure,Paramount Pictures,United States of America,English
68445,0,Ã kÃ¶ldum klaka,0.494977,34740,0,85,Released,Cold Fever,7.7,6,Drama; Comedy,Drama,Icicle,Iceland,Deutsch
18989,0,Moll Flanders,2.337263,35230,0,123,Released,Moll Flanders,6.2,19,Drama; Romance,Drama,Trilogy Entertainment Group,United States of America,English
10801,0,Das Superweib,0.821299,35130,0,86,Released,The Superwife,5.3,7,Comedy,Comedy,Constantin Film,Germany,Deutsch
54285,0,ì‚¼ê³µì¼ ì‚¼ê³µì´,0.396626,34811,0,100,Released,"301, 302",6.2,10,Horror; Mystery; Thriller,Horror,Park Chul-Soo Films Ltd.,South Korea,í•œêµ­ì–´/ì¡°ì„ ë§
8840,57000000,DragonHeart,23.63659,35216,115267375,103,Released,DragonHeart,6.4,553,Fantasy,Fantasy,Universal Pictures,United States of America,English
278978,0,Und keiner weint mir nach,0.439989,35124,0,,Released,Und keiner weint mir nach,0,0,Drama,Drama,,Germany,Deutsch
124625,0,My Mother's Courage,0.622885,34954,0,93,Released,My Mother's Courage,0,0,Drama,Drama,,United Kingdom,English
11107,0,Eddie,3.09233,35216,0,100,Released,Eddie,5.4,46,Action; Comedy,Action,Hollywood Pictures,United States of America,English
16417,0,Yankee Zulu,1.558066,34304,0,100,Released,Yankee Zulu,6,4,Drama; Comedy,Drama,Distant Horizons,South Africa,Afrikaans
70934,0,Billy's Holiday,0.002444,34906,0,92,Released,Billy's Holiday,0,0,,,,,
10363,0,Plein soleil,3.804493,21985,0,115,Released,Purple Noon,7.3,73,Crime; Drama; Thriller,Crime,Titanus,France,English
161070,0,August,0.987434,35285,0,94,Released,August,5.3,3,Romance; Comedy; Drama,Romance,Granada Film Productions,United Kingdom,English
10539,38000000,James and the Giant Peach,13.217623,35167,28921264,79,Released,James and the Giant Peach,6.2,375,Adventure; Animation; Family,Adventure,Walt Disney Pictures,United States of America,English
10543,0,Fear,6.954926,35167,0,97,Released,Fear,6.1,157,Drama; Thriller; Romance,Drama,Imagine Entertainment,United States of America,English
18414,0,Kids in the Hall: Brain Candy,2.299851,35157,0,89,Released,Kids in the Hall: Brain Candy,5.9,26,Comedy,Comedy,Paramount Pictures,United States of America,English
47502,13000000,Faithful,1.296862,35158,9789900,91,Released,Faithful,4.8,4,Comedy; Crime; Drama,Comedy,New Line Cinema,United States of America,English
11902,14000000,Podzemlje,14.587894,34800,0,170,Released,Underground,7.5,143,War; Drama; Comedy,War,Komuna,Serbia,English
27098,0,Lust och fÃ¤gring stor,3.582047,34766,0,130,Released,All Things Fair,6.1,23,War; Drama; Romance,War,Per Holst Filmproduktion,Sweden,Deutsch
25087,0,Bloodsport II,3.085207,35125,684351,90,Released,Bloodsport II,5.2,23,Action; Thriller,Action,FM Entertainment International N.V.,United States of America,English
5801,0,à¦ªà¦¥à§‡à¦° à¦ªà¦¾à¦à¦šà¦¾à¦²à§€,3.900709,20327,536364,125,Released,Pather Panchali,7.9,63,Drama,Drama,Government of West Bengal,India,à¦¬à¦¾à¦‚à¦²à¦¾
896,0,à¦…à¦ªà§à¦° à¦¸à¦‚à¦¸à¦¾à¦°,2.381806,21671,16000,117,Released,The World of Apu,8.2,40,Drama,Drama,Satyajit Ray Productions,India,à¦¬à¦¾à¦‚à¦²à¦¾
3065,0,Mystery Science Theater 3000: The Movie,2.985163,35174,0,73,Released,Mystery Science Theater 3000: The Movie,7,71,Comedy; Science Fiction,Comedy,Universal Pictures,United States of America,English
318177,0,Tarantella,0.001662,35139,0,100,Released,Tarantella,0,0,,,,,English
2300,80000000,Space Jam,11.054251,35384,250200000,88,Released,Space Jam,6.5,1335,Animation; Comedy; Drama; Family; Fantasy,Animation,Warner Bros. Family Entertainment,United States of America,English
8069,9000000,Barbarella,14.304205,25121,2500000,98,Released,Barbarella,5.7,149,Science Fiction,Science Fiction,Paramount Pictures,United States of America,English
288173,0,Hostile Intentions,0.062388,34700,0,90,Released,Hostile Intentions,8,1,Thriller; Action; Drama,Thriller,Libra Pictures,United States of America,EspaÃ±ol
187851,0,They Bite,0.466991,35065,0,98,Released,They Bite,5.5,1,Comedy; Horror; Science Fiction,Comedy,,,
27768,0,Some Folks Call It a Sling Blade,0.459376,34419,0,25,Released,Some Folks Call It a Sling Blade,7.5,8,Drama; Thriller,Drama,,,
221917,0,The Run of the Country,0.117662,34964,0,0,Released,The Run of the Country,8,2,Drama; Romance,Drama,Castle Rock Entertainment,Ireland,English
8072,220000,"Alphaville, une Ã©trange aventure de Lemmy Caution",4.658149,23867,0,100,Released,Alphaville,6.8,100,Drama; Science Fiction; Mystery,Drama,Filmstudio,Italy,FranÃ§ais
35797,0,Coup de torchon,2.272213,29894,0,128,Released,Coup de Torchon,6.8,21,Drama,Drama,Films A2,France,English
88030,0,Tigrero: A Film That Was Never Made,0.18343,34335,0,75,Released,Tigrero: A Film That Was Never Made,7.5,4,Documentary; Foreign,Documentary,,,English
185191,0,L'oeil de Vichy,0.004117,34109,0,110,Released,The Eye of Vichy,0,0,,,,,
83857,0,Windows,0.400023,29238,0,96,Released,Windows,5.8,9,Horror; Drama; Thriller,Horror,Mike Lobell Productions,United States of America,English
33245,0,It's My Party,2.791667,35146,0,110,Released,It's My Party,6.2,9,Drama,Drama,Opala Productions,United States of America,English
124460,0,Country Life,0.487357,34634,0,118,Released,Country Life,8,1,Drama; Romance,Drama,,,English
27281,0,Operation Dumbo Drop,4.357971,34908,0,107,Released,Operation Dumbo Drop,4.7,37,Action; Adventure; Comedy; Family,Action,Walt Disney Pictures,United States of America,English
105045,0,Das Versprechen,0.122178,34746,0,115,Released,The Promise,5,1,Drama; Romance,Drama,Studio Babelsberg,Germany,Deutsch
40001,25000000,Mrs. Winterbourne,9.1861,35174,10070000,105,Released,Mrs. Winterbourne,5.5,26,Comedy; Romance; Drama,Comedy,TriStar Pictures,United States of America,English
29621,0,Solo,1.899069,35361,0,94,Released,Solo,3.9,18,Action; Adventure; Science Fiction; Thriller,Action,Van Peebles Films,United States of America,English
117730,0,Etz Hadomim Tafus,0.71066,34335,0,0,Released,Under The Domim Tree,6.5,2,Drama; Foreign,Drama,,,×¢Ö´×‘Ö°×¨Ö´×™×ª
20762,0,The Substitute,10.68537,35174,0,114,Released,The Substitute,5.8,60,Action; Thriller,Action,Live Entertainment,United States of America,Italiano
37144,0,True Crime,1.217249,35136,0,94,Released,True Crime,5.1,7,Crime; Mystery; Thriller,Crime,,,English
48260,0,Butterfly Kiss,0.877853,34929,0,88,Rumored,Butterfly Kiss,7.4,5,Crime; Drama; Romance; Thriller,Crime,Dan Films,United Kingdom,English
12656,0,Feeling Minnesota,10.298582,35321,0,99,Released,Feeling Minnesota,5.5,29,Action; Comedy; Drama; Thriller,Action,Fine Line Features,United States of America,English
38867,0,Delta of Venus,1.099187,34859,62949,99,Released,Delta of Venus,3.3,5,Drama; Romance,Drama,New Line Cinema,United States of America,English
277270,0,To Cross the Rubicon,0.006854,33239,0,0,Released,To Cross the Rubicon,0,0,,,,,
25969,0,Angus,2.25008,34957,0,90,Released,Angus,6.8,24,Comedy; Drama; Family; Romance,Comedy,New Line Cinema,United States of America,English
44103,0,Daens,0.755047,33848,0,138,Released,Priest Daens,6.7,15,Drama; History,Drama,Favorite Films,Belgium,Nederlands
753,275000,Faces,7.918418,25166,0,130,Released,Faces,7.1,36,Drama,Drama,Maurice McEndree Productions,United States of America,English
43634,0,Boys,1.579153,35195,0,86,Released,Boys,5.3,11,Romance; Drama; Mystery,Romance,PolyGram Filmed Entertainment,United States of America,English
9103,30000000,The Quest,7.941972,35174,57400547,95,Released,The Quest,5.3,126,Action; Adventure,Action,Universal Pictures,Canada,English
90214,0,Cosi,0.947007,35128,0,102,Released,Cosi,7.1,9,Comedy; Romance,Comedy,,Australia,English
29649,0,Sunset Park,1.231692,35181,0,99,Released,Sunset Park,5.1,7,Drama,Drama,Jersey Films,,English
10990,0,Mulholland Falls,5.79463,35181,0,107,Released,Mulholland Falls,6.2,73,Drama; Mystery; Thriller,Drama,Metro-Goldwyn-Mayer (MGM),United States of America,English
8866,0,The Truth About Cats & Dogs,5.121203,35181,0,93,Released,The Truth About Cats & Dogs,5.7,86,Comedy; Romance,Comedy,Twentieth Century Fox Film Corporation,United States of America,English
12233,31000000,Oliver & Company,10.813579,32465,74151346,74,Released,Oliver & Company,6.5,372,Animation; Comedy; Family,Animation,Walt Disney Pictures,United States of America,English
23449,0,Celtic Pride,1.940747,35174,0,91,Released,Celtic Pride,4.9,35,Comedy,Comedy,Caravan Pictures,United States of America,English
36355,25530000,Flipper,4.557006,35202,20080020,95,Released,Flipper,5.3,85,Adventure; Family,Adventure,Universal Pictures,United States of America,English
37667,0,Captives,1.926109,34457,0,100,Released,Captives,6,10,Drama; Thriller; Mystery; Romance,Drama,Distant Horizons,United Kingdom,English
90148,0,Of Love and Shadows,0.709209,34464,0,103,Released,Of Love and Shadows,4.4,11,Drama,Drama,Miramax Films,Argentina,English
922,9000000,Dead Man,6.505272,35056,0,121,Released,Dead Man,7.2,397,Drama; Fantasy; Western,Drama,JVC Entertainment,Germany,English
11876,35000000,Le Hussard sur le toit,1.690768,34962,15000000,135,Released,The Horseman on the Roof,6.7,25,War; Adventure; Drama; Romance,War,France 2 CinÃ©ma,France,FranÃ§ais
52633,0,Switchblade Sisters,6.035166,27399,0,91,Released,Switchblade Sisters,6.6,27,Action; Crime; Drama,Action,Centaur Pictures Inc.,United States of America,English
62364,0,Boca a boca,1.133409,35013,0,106,Released,Mouth to Mouth,5.5,5,Comedy; Foreign,Comedy,,Spain,EspaÃ±ol
11687,0,Les visiteurs,7.326169,33996,0,107,Released,The Visitors,7.1,433,Fantasy; Comedy; Science Fiction,Fantasy,Canal Plus,France,FranÃ§ais
9304,45000000,Multiplicity,8.768806,35265,0,117,Released,Multiplicity,5.5,158,Comedy; Fantasy; Science Fiction,Comedy,Columbia Pictures Corporation,United States of America,English
73183,0,"The Haunted World of Edward D. Wood, Jr.",0.037443,35186,0,112,Released,"The Haunted World of Edward D. Wood, Jr.",10,1,Documentary,Documentary,Wood-Thomas Pictures,United States of America,
131232,0,Due Amici,0.003949,37335,0,86,Released,Two Friends,0,0,Drama; Foreign,Drama,,Italy,Italiano
9100,15000000,The Craft,12.860385,35188,24769466,101,Released,The Craft,6.3,388,Drama; Fantasy; Horror; Thriller,Drama,Columbia Pictures,United States of America,English
20759,0,The Great White Hype,3.321765,35188,0,91,Released,The Great White Hype,5.1,29,Comedy; Drama,Comedy,Twentieth Century Fox Film Corporation,United States of America,English
46063,0,Last Dance,1.196686,35187,5,103,Released,Last Dance,5.6,9,Drama; Thriller,Drama,Touchstone Pictures,United States of America,English
365371,0,War Stories Our Mother Never Told Us,0.005625,,0,95,Released,War Stories Our Mother Never Told Us,0,0,,,,,
32513,0,Cold Comfort Farm,1.92386,34700,0,95,Released,Cold Comfort Farm,7,21,Comedy; Drama; Romance,Comedy,,United Kingdom,English
40651,0,"Institute Benjamenta, or This Dream People Call Human Life",0.543042,34912,0,104,Released,"Institute Benjamenta, or This Dream People Call Human Life",7.7,11,Animation; Drama,Animation,Pandora Filmproduktion,United Kingdom,English
36915,25000000,Heaven's Prisoners,9.264679,35202,0,132,Released,Heaven's Prisoners,5,17,Drama; Mystery; Thriller,Drama,New Line Cinema,United Kingdom,English
40507,4800000,Original Gangstas,0.343579,35195,3014000,99,Released,Original Gangstas,5.5,5,Action; Drama; Crime; Thriller,Action,Po' Boy Productions,United States of America,EspaÃ±ol
9802,75000000,The Rock,13.249824,35222,335062621,136,Released,The Rock,6.9,1474,Action; Adventure; Thriller,Action,Hollywood Pictures,United States of America,English
25697,0,Getting Away with Murder,0.746662,35167,0,91,Released,Getting Away with Murder,5.5,6,Comedy,Comedy,The Rank Organisation,United Kingdom,English
21588,4000000,Dellamorte Dellamore,6.247819,34418,0,105,Released,Cemetery Man,7,105,Fantasy; Drama; Horror; Comedy,Fantasy,Canal+,France,English
664,92000000,Twister,8.739144,35195,494471524,113,Released,Twister,6.1,966,Action; Adventure; Drama,Action,Universal Pictures,United States of America,English
11867,0,Barb Wire,5.877599,35187,3793614,98,Released,Barb Wire,3.9,117,Action; Science Fiction,Action,Propaganda Films,United States of America,English
47119,0,Le garÃ§u,0.125882,35003,0,102,Released,Le GarÃ§u,5,1,Drama,Drama,France 2 CinÃ©ma,France,FranÃ§ais
314352,0,Honigmond,0.652621,35166,0,92,Released,Honeymoon,0,0,Comedy,Comedy,Roxy Film,Germany,Deutsch
9323,0,GHOST IN THE SHELL,10.686166,35021,2287714,83,Released,Ghost in the Shell,7.8,854,Action; Animation; Science Fiction,Action,Bandai Visual Company,Japan,æ—¥æœ¬èªž
10280,0,Thinner,4.856229,35363,0,92,Released,Thinner,5.5,125,Horror; Thriller,Horror,Paramount Pictures,United States of America,English
10535,18000000,Spy Hard,8.202057,35209,0,81,Released,Spy Hard,4.9,148,Action; Comedy,Action,Hollywood Pictures,United States of America,English
124613,0,Brothers in Trouble,0.594716,34934,0,102,Released,Brothers in Trouble,0,0,Comedy; Drama,Comedy,Renegade Films,United Kingdom,English
532,0,A Close Shave,6.796858,35057,0,30,Released,A Close Shave,7.5,223,Family; Animation; Comedy,Family,Aardman Animations,United Kingdom,English
26744,0,Force of Evil,4.386329,17892,0,78,Released,Force of Evil,6.6,33,Drama; Action; Crime,Drama,Enterprise Productions,United States of America,English
16299,0,The Stupids,1.751457,35307,0,94,Released,The Stupids,4.2,22,Comedy; Family,Comedy,New Line Cinema,United Kingdom,English
10547,25000000,The Arrival,6.497591,35216,14048372,115,Released,The Arrival,6.1,200,Action; Mystery; Science Fiction; Thriller,Action,Live Entertainment,Mexico,English
245268,0,The Man from Down Under,0.068254,15922,0,103,Released,The Man from Down Under,0,0,Drama; War,Drama,Metro-Goldwyn-Mayer (MGM),United States of America,English
935,1800000,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,9.80398,23405,9440272,95,Released,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8,1472,Drama; Comedy; War,Drama,Hawk Films,United Kingdom,English
55613,0,Careful,0.160571,33877,0,100,Released,Careful,7.8,4,Horror; Comedy; Drama; Fantasy,Horror,the Canadian Council,Canada,Deutsch
215107,0,Vermont Is for Lovers,0.75,,0,88,Released,Vermont Is for Lovers,0,0,,,,,
41007,0,A Month by the Lake,0.851078,34953,0,92,Released,A Month by the Lake,7.2,7,Comedy; Drama; Romance,Comedy,Miramax Films,United Kingdom,English
35645,0,Gold Diggers: The Secret of Bear Mountain,5.508101,35006,0,94,Released,Gold Diggers: The Secret of Bear Mountain,5.8,20,Drama,Drama,Universal Pictures,Canada,English
110465,0,Kim,1.048075,18604,0,113,Released,Kim,7,5,Family; Adventure,Family,Metro-Goldwyn-Mayer (MGM),United States of America,English
255546,0,Carmen Miranda: Bananas Is My Business,0.146287,34802,0,91,Released,Carmen Miranda: Bananas Is My Business,10,1,Documentary,Documentary,Channel Four Films,Brazil,English
40751,0,æ±é‚ªè¥¿æ¯’,5.215992,34593,0,100,Released,Ashes of Time,7.1,73,Drama; Action,Drama,Beijing Film Studio,Taiwan,å¹¿å·žè¯ / å»£å·žè©±
275096,0,Khomreh,0.401531,34425,0,86,Released,The Jar,8,3,,,,,
85778,0,Maya Lin: A Strong Clear Vision,0.001608,35013,0,105,Released,Maya Lin: A Strong Clear Vision,0,0,Documentary,Documentary,,United States of America,English
11101,0,Stalingrad,7.667284,33990,0,134,Released,Stalingrad,7.4,116,Drama; History; War,Drama,Royal Film,Germany,Deutsch
9826,45000000,The Phantom,8.079541,35222,17300889,100,Released,The Phantom,4.7,138,Adventure; Action,Adventure,Paramount Pictures,Australia,English
9879,50000000,Striptease,11.341502,35244,113309743,115,Released,Striptease,4.4,210,Drama; Thriller; Crime,Drama,Columbia Pictures,United States of America,English
63564,0,The Last of the High Kings,1.427756,35405,0,102,Released,The Last of the High Kings,5.7,15,Drama; Comedy,Drama,,,English
22621,0,Heavy,0.889498,34719,0,105,Released,Heavy,7.7,11,Drama; Romance,Drama,Available Light Productions,United States of America,English
7095,45000000,Jack,6.287245,35286,58620973,113,Released,Jack,5.9,340,Comedy; Drama; Science Fiction,Comedy,American Zoetrope,United States of America,English
26890,0,I Shot Andy Warhol,2.771201,35186,1814290,103,Released,I Shot Andy Warhol,6.1,32,Drama,Drama,Playhouse International Pictures,United Kingdom,English
46732,0,The Grass Harp,0.365418,34952,0,107,Released,The Grass Harp,6.1,4,Comedy; Drama; Family,Comedy,Fine Line Features,United States of America,English
124633,0,TuÄ‘a Amerika,0.099602,34951,0,96,Released,Someone Else's America,0,0,Drama,Drama,MACT Productions,Serbia,English
202425,0,La vie est belle,0.514363,32098,0,80,Released,Life is Rosy,6.5,2,Music; Romance,Music,StÃ©phan Films,Belgium,FranÃ§ais
196940,0,Quartier Mozart,0.011938,33750,0,80,Released,Quartier Mozart,5,1,,,,,
77771,0,Touki-Bouki,0.043903,26846,0,85,Released,Touki Bouki,7.3,10,Drama; Romance,Drama,Studio Kankourama,Senegal,Ø§Ù„Ø¹Ø±Ø¨ÙŠØ©
181083,0,Wend Kuuni,0.049573,29952,0,75,Released,God's Gift,5,1,Drama,Drama,Direction du Cinema Haute Volta,Burkina Faso,FranÃ§ais
41225,0,Histoires extraordinaires,1.794298,24974,0,121,Released,Spirits of the Dead,5.5,24,Drama; Mystery; Horror,Drama,Cocinor,France,English
188589,0,Babyfever,0.001687,34458,0,109,Released,Babyfever,0,0,,,,,
87190,50,Pharaoh's  Army,0.837911,34700,0,90,Released,Pharaoh's  Army,6.3,5,Western; Drama; War,Western,Independent Television Service,United States of America,English
627,4000000,Trainspotting,19.348466,35118,16491080,93,Released,Trainspotting,7.8,2737,Drama; Crime,Drama,Miramax Films,United Kingdom,English
32872,1000000,Til There Was You,2.700061,35580,0,113,Released,Til There Was You,3.9,4,Comedy; Romance,Comedy,Paramount Pictures,United States of America,English
602,75000000,Independence Day,17.634197,35241,816969268,145,Released,Independence Day,6.7,3334,Action; Adventure; Science Fiction,Action,Twentieth Century Fox Film Corporation,United States of America,English
14553,0,Stealing Beauty,6.418805,35153,0,116,Released,Stealing Beauty,6.6,99,Drama; Romance,Drama,Fox Searchlight Pictures,France,English
9566,55000000,The Fan,12.202063,35292,18626419,116,Released,The Fan,5.7,202,Drama; Mystery; Thriller,Drama,TriStar Pictures,United States of America,English
10545,100000000,The Hunchback of Notre Dame,13.553999,35237,100138851,91,Released,The Hunchback of Notre Dame,6.8,1182,Drama; Animation; Family,Drama,Walt Disney Pictures,United States of America,Latin
9894,47000000,The Cable Guy,7.586577,35226,102825796,96,Released,The Cable Guy,5.7,603,Comedy; Drama; Thriller,Comedy,Columbia Pictures Corporation,United States of America,English
11543,27000000,Kingpin,11.633347,35250,25023434,113,Released,Kingpin,6.7,248,Comedy,Comedy,Motion Picture Corporation of America,United States of America,English
9268,100000000,Eraser,6.919314,35237,242295562,115,Released,Eraser,5.6,553,Action; Drama; Mystery; Thriller,Action,Kopelson Entertainment,Canada,English
52059,0,The Gate of Heavenly Peace,0.10705,34700,0,180,,The Gate of Heavenly Peace,6.7,3,Documentary,Documentary,,,
9327,54000000,The Nutty Professor,9.651581,35242,128769345,95,Released,The Nutty Professor,5.4,717,Fantasy; Comedy; Romance; Science Fiction,Fantasy,Imagine Entertainment,United States of America,English
123763,0,"Yo, la peor de todas",0.202495,33094,0,105,Released,"I, the Worst of All",6.8,3,Drama; Foreign,Drama,GEA CinematogrÃ¡fica,Argentina,EspaÃ±ol
81949,0,Un Ã©tÃ© inoubliable,0.826372,34469,65352,82,Released,An Unforgettable Summer,7.2,6,Drama; Romance; War,Drama,Canal Plus,France,English
42005,0,"Hol volt, hol nem volt",0.043125,31778,0,97,Released,A Hungarian Fairy Tale,0,0,,,,Hungary,Magyar
124306,0,En compagnie d'Antonin Artaud,0.000308,33970,0,90,Released,My Life and Times With Antonin Artaud,8,1,,,,,
183955,0,Sibak,0.05956,34586,0,100,Released,Midnight Dancers,7,1,,,First Run Features,Philippines,
44535,0,Somebody to Love,0.970688,34604,0,102,Released,Somebody to Love,5.1,2,Comedy; Drama,Comedy,Initial Productions,United States of America,English
44495,0,A Very Natural Thing,0.147662,27030,0,80,Rumored,A Very Natural Thing,6.3,3,Drama,Drama,,United States of America,English
78285,0,La vieille qui marchait dans la mer,0.573423,33499,0,0,Released,The Old Lady Who Walked in the Sea,0,0,Comedy,Comedy,Films A2,France,FranÃ§ais
11228,80000000,Daylight,11.995799,35405,159212469,115,Released,Daylight,5.8,385,Action; Adventure; Thriller,Action,Universal Pictures,United States of America,English
10779,30000000,The Frighteners,12.09096,35264,29359216,110,Released,The Frighteners,6.7,413,Horror; Comedy,Horror,WingNut Films,New Zealand,English
26748,5000000,Lone Star,9.069963,35237,13269963,135,Released,Lone Star,6.9,79,Drama; Mystery; Romance,Drama,Castle Rock Entertainment,United States of America,English
38223,12000000,Harriet the Spy,4.086563,35256,0,100,Released,Harriet the Spy,5.7,47,Comedy; Drama; Family,Comedy,Paramount Pictures,United States of America,English
9294,32000000,Phenomenon,5.575992,35251,152036382,123,Released,Phenomenon,6.2,328,Drama; Fantasy; Romance; Science Fiction,Drama,Touchstone Pictures,United States of America,English
49963,0,Walking and Talking,0.913281,35263,0,86,Released,Walking and Talking,6.6,8,Comedy; Drama; Romance,Comedy,Channel Four Films,Germany,English
11363,3500000,She's the One,10.827266,35303,9482579,96,Released,She's the One,5.7,71,Comedy; Romance,Comedy,Fox Searchlight Pictures,United States of America,English
1645,40000000,A Time to Kill,13.309013,35270,152266007,149,Released,A Time to Kill,7,522,Crime; Drama; Thriller,Crime,Regency Enterprises,United States of America,English
31546,0,American Buffalo,7.031279,35321,665450,88,Released,American Buffalo,6.2,9,Drama,Drama,Channel Four Films,United Kingdom,English
77056,0,Les Rendez-vous de Paris,0.227128,34780,0,94,Released,Rendezvous in Paris,6.5,4,Romance; Comedy,Romance,Canal+,France,FranÃ§ais
36344,23000000,Alaska,2.318141,35291,0,109,Released,Alaska,5.2,32,Adventure,Adventure,Castle Rock Entertainment,Canada,English
18550,25000000,Fled,3.906949,35265,17193231,98,Released,Fled,5.2,49,Action; Comedy; Thriller,Action,Metro-Goldwyn-Mayer (MGM),United States of America,English
11511,20000000,Kazaam,8.962892,35263,0,93,Released,Kazaam,3.6,60,Fantasy; Comedy; Science Fiction; Family,Fantasy,Touchstone Pictures,United States of America,English
172198,0,BÅ±vÃ¶s vadÃ¡sz,0.091984,34630,0,106,Released,Magic Hunter,6,1,,,Ãšj Budapest FilmstudiÃ³,Hungary,Magyar
34170,30000000,Larger Than Life,3.521921,35369,0,93,Released,Larger Than Life,5.4,35,Family; Comedy,Family,United Artists,United States of America,English
281085,0,A Boy Called Hate,1.56604,35207,0,0,Released,A Boy Called Hate,6,2,,,,Canada,English
109478,0,Power 98,0.926867,35202,0,89,Released,Power 98,4,1,Action; Mystery; Thriller,Action,,,English
124645,0,Two Deaths,0.145092,34952,0,102,Released,Two Deaths,7,2,War; Drama,War,British Broadcasting Corporation (BBC),United Kingdom,English
12606,0,A Very Brady Sequel,9.898696,35300,0,90,Released,A Very Brady Sequel,5.8,42,Comedy,Comedy,Paramount Pictures,United States of America,English
69895,0,Stefano Quantestorie,0.036699,34115,0,82,Released,Stefano Quantestorie,6,1,Comedy,Comedy,,,
35206,0,La mort en ce jardin,1.116063,20719,0,104,Released,Death in the Garden,7.4,8,Adventure; Drama,Adventure,Producciones Tepeyac,Mexico,FranÃ§ais
151489,0,Hedd Wyn,0.270432,33604,0,123,Released,Hedd Wyn,6.5,2,War; Drama,War,,,Cymraeg
4837,0,La Collectionneuse,1.683348,24533,0,89,Released,La Collectionneuse,6.5,25,Drama; Comedy; Romance,Drama,Rome Paris Films,France,FranÃ§ais
